,order_id,item_id,product_id,store_id,order_date,required_date,quantity,list_price,discount,inventory_quantity,product_name,model_year,category_id,supplier_id,category_name,supplier_name
1410,281,2,14,3,2016-06-21,2016-06-22,2,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1411,294,2,14,2,2016-07-01,2016-07-02,1,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1412,298,5,14,3,2016-07-04,2016-07-07,2,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1413,308,3,14,2,2016-07-11,2016-07-12,1,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1414,310,2,14,2,2016-07-12,2016-07-13,2,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1415,312,2,14,2,2016-07-13,2016-07-15,2,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1416,329,1,14,3,2016-07-24,2016-07-27,2,269.99,0.07,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1417,344,3,14,3,2016-08-01,2016-08-03,1,269.99,0.2,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1418,352,2,14,3,2016-08-03,2016-08-04,1,269.99,0.2,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1419,355,2,14,2,2016-08-03,2016-08-05,2,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1420,363,2,14,2,2016-08-11,2016-08-12,1,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1421,367,2,14,2,2016-08-14,2016-08-15,1,269.99,0.05,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1422,371,1,14,2,2016-08-15,2016-08-16,1,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1423,372,2,14,2,2016-08-16,2016-08-18,2,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1424,377,2,14,2,2016-08-17,2016-08-19,1,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1425,383,5,14,2,2016-08-20,2016-08-23,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1426,392,1,14,3,2016-08-23,2016-08-26,2,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1427,394,3,14,2,2016-08-26,2016-08-28,2,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1428,395,1,14,1,2016-08-26,2016-08-27,1,269.99,0.05,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1429,399,3,14,1,2016-08-29,2016-09-01,1,269.99,0.1,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1430,405,3,14,3,2016-08-31,2016-09-01,2,269.99,0.07,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1431,416,2,14,2,2016-09-03,2016-09-04,1,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1432,428,2,14,3,2016-09-09,2016-09-12,1,269.99,0.2,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1433,431,1,14,2,2016-09-11,2016-09-12,2,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1434,451,1,14,2,2016-09-21,2016-09-23,2,269.99,0.05,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1435,471,1,14,1,2016-09-30,2016-10-02,1,269.99,0.2,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1436,482,2,14,3,2016-10-05,2016-10-06,1,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1437,490,3,14,3,2016-10-07,2016-10-10,1,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1438,499,3,14,1,2016-10-11,2016-10-14,2,269.99,0.2,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1439,500,2,14,3,2016-10-11,2016-10-12,1,269.99,0.2,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1440,501,3,14,2,2016-10-11,2016-10-12,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1441,521,2,14,3,2016-10-23,2016-10-25,1,269.99,0.2,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1442,536,4,14,1,2016-10-31,2016-11-02,1,269.99,0.07,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1443,598,3,14,2,2016-12-09,2016-12-09,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1444,607,3,14,2,2016-12-11,2016-12-14,1,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1445,612,2,14,2,2016-12-16,2016-12-17,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1446,624,4,14,2,2016-12-24,2016-12-25,2,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1447,629,4,14,2,2016-12-26,2016-12-27,2,269.99,0.05,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1448,773,2,14,2,2017-03-11,2017-03-12,1,269.99,0.05,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1449,858,3,14,2,2017-04-25,2017-04-27,1,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1450,859,3,14,1,2017-04-25,2017-04-26,2,269.99,0.1,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1451,861,1,14,2,2017-04-27,2017-04-29,2,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1452,875,3,14,3,2017-05-05,2017-05-06,1,269.99,0.07,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1453,957,2,14,1,2017-06-17,2017-06-20,2,269.99,0.07,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1454,990,4,14,2,2017-07-04,2017-07-07,2,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1455,997,3,14,3,2017-07-11,2017-07-13,2,269.99,0.07,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1456,1005,1,14,2,2017-07-15,2017-07-17,2,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1457,1027,2,14,2,2017-07-26,2017-07-28,2,269.99,0.05,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1458,1050,4,14,2,2017-08-09,2017-08-12,2,269.99,0.2,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1459,1061,1,14,1,2017-08-15,2017-08-18,1,269.99,0.07,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1460,1111,3,14,1,2017-09-04,2017-09-06,1,269.99,0.2,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1461,1238,2,14,2,2017-11-09,2017-11-10,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1462,1255,3,14,1,2017-11-19,2017-11-20,2,269.99,0.2,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1463,1299,1,14,1,2017-12-15,2017-12-18,2,269.99,0.1,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1464,1308,3,14,2,2017-12-22,2017-12-24,2,269.99,0.07,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1465,1312,2,14,1,2017-12-25,2017-12-28,1,269.99,0.2,8,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1466,1449,5,14,3,2018-03-18,2018-03-19,2,269.99,0.1,4,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1467,1564,2,14,2,2018-04-21,2018-04-21,1,269.99,0.1,18,Electra Girl's Hawaii 1 (16-inch) - 2015/2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1468,12,2,11,2,2016-01-06,2016-01-08,1,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1469,31,1,11,2,2016-01-20,2016-01-22,2,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1470,48,1,11,3,2016-01-30,2016-02-01,1,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1471,76,2,11,3,2016-02-16,2016-02-16,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1472,82,2,11,3,2016-02-18,2016-02-21,2,1680.99,0.2,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1473,91,1,11,2,2016-02-25,2016-02-27,1,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1474,94,3,11,1,2016-02-27,2016-02-28,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1475,100,2,11,1,2016-03-01,2016-03-04,2,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1476,105,1,11,1,2016-03-03,2016-03-05,2,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1477,108,1,11,1,2016-03-06,2016-03-09,1,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1478,142,2,11,2,2016-03-26,2016-03-27,2,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1479,145,1,11,2,2016-03-27,2016-03-29,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1480,160,4,11,1,2016-04-04,2016-04-06,1,1680.99,0.05,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1481,166,2,11,1,2016-04-08,2016-04-11,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1482,168,2,11,1,2016-04-09,2016-04-12,2,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1483,169,4,11,1,2016-04-10,2016-04-11,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1484,176,2,11,3,2016-04-15,2016-04-16,2,1680.99,0.2,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1485,181,2,11,3,2016-04-18,2016-04-20,1,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1486,183,1,11,2,2016-04-19,2016-04-20,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1487,207,3,11,1,2016-05-05,2016-05-07,2,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1488,221,1,11,3,2016-05-13,2016-05-16,2,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1489,224,2,11,2,2016-05-17,2016-05-18,2,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1490,230,1,11,2,2016-05-19,2016-05-20,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1491,232,2,11,1,2016-05-20,2016-05-23,2,1680.99,0.05,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1492,234,1,11,2,2016-05-22,2016-05-24,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1493,250,2,11,1,2016-06-01,2016-06-02,2,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1494,252,1,11,3,2016-06-01,2016-06-04,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1495,253,1,11,2,2016-06-02,2016-06-05,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1496,256,1,11,2,2016-06-04,2016-06-05,1,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1497,271,1,11,2,2016-06-13,2016-06-16,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1498,272,2,11,1,2016-06-15,2016-06-18,1,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1499,274,1,11,2,2016-06-17,2016-06-20,2,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1500,278,4,11,2,2016-06-20,2016-06-23,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1501,296,3,11,3,2016-07-04,2016-07-07,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1502,299,1,11,1,2016-07-05,2016-07-06,2,1680.99,0.05,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1503,300,4,11,2,2016-07-05,2016-07-08,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1504,315,1,11,3,2016-07-16,2016-07-19,1,1680.99,0.2,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1505,319,1,11,2,2016-07-18,2016-07-21,1,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1506,338,4,11,2,2016-07-28,2016-07-29,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1507,340,1,11,3,2016-07-29,2016-07-30,1,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1508,352,1,11,1,2016-08-03,2016-08-04,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1509,361,3,11,2,2016-08-08,2016-08-09,1,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1510,372,1,11,2,2016-08-16,2016-08-18,1,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1511,380,2,11,3,2016-08-19,2016-08-20,2,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1512,388,4,11,1,2016-08-21,2016-08-24,1,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1513,399,2,11,2,2016-08-29,2016-09-01,2,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1514,429,1,11,3,2016-09-10,2016-09-12,1,1680.99,0.2,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1515,430,2,11,1,2016-09-11,2016-09-13,1,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1516,434,4,11,2,2016-09-13,2016-09-15,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1517,452,1,11,1,2016-09-22,2016-09-23,1,1680.99,0.05,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1518,458,3,11,3,2016-09-25,2016-09-28,1,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1519,459,1,11,2,2016-09-25,2016-09-28,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1520,467,5,11,3,2016-09-28,2016-09-30,1,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1521,474,2,11,1,2016-10-01,2016-10-04,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1522,476,3,11,2,2016-10-01,2016-10-04,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1523,499,1,11,1,2016-10-11,2016-10-14,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1524,507,1,11,3,2016-10-15,2016-10-17,2,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1525,518,5,11,3,2016-10-22,2016-10-24,2,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1526,524,1,11,2,2016-10-25,2016-10-26,1,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1527,547,1,11,2,2016-11-09,2016-11-11,2,1680.99,0.05,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1528,548,2,11,2,2016-11-11,2016-11-13,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1529,551,3,11,1,2016-11-12,2016-11-13,2,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1530,570,4,11,1,2016-11-23,2016-11-24,1,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1531,572,3,11,2,2016-11-24,2016-11-26,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1532,574,5,11,3,2016-11-26,2016-11-27,2,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1533,586,1,11,1,2016-12-04,2016-12-06,2,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1534,605,4,11,2,2016-12-10,2016-12-11,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1535,607,1,11,2,2016-12-11,2016-12-14,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1536,615,1,11,2,2016-12-19,2016-12-22,1,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1537,617,2,11,3,2016-12-21,2016-12-23,2,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1538,618,2,11,3,2016-12-21,2016-12-22,1,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1539,625,2,11,2,2016-12-25,2016-12-28,2,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1540,632,2,11,3,2016-12-27,2016-12-29,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1541,649,3,11,2,2017-01-10,2017-01-11,2,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1542,690,2,11,1,2017-02-03,2017-02-04,2,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1543,707,3,11,2,2017-02-09,2017-02-11,2,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1544,740,3,11,1,2017-02-28,2017-03-01,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1545,770,4,11,3,2017-03-09,2017-03-11,2,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1546,797,1,11,3,2017-03-24,2017-03-26,1,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1547,831,2,11,2,2017-04-11,2017-04-12,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1548,841,3,11,3,2017-04-15,2017-04-18,1,1680.99,0.2,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1549,941,3,11,1,2017-06-12,2017-06-14,2,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1550,1007,2,11,3,2017-07-16,2017-07-17,1,1680.99,0.05,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1551,1034,3,11,2,2017-07-30,2017-07-31,2,1680.99,0.07,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1552,1060,2,11,1,2017-08-15,2017-08-18,2,1680.99,0.07,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1553,1094,2,11,3,2017-08-25,2017-08-27,1,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1554,1096,1,11,2,2017-08-27,2017-08-29,1,1680.99,0.1,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1555,1116,1,11,3,2017-09-08,2017-09-10,2,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1556,1121,1,11,3,2017-09-11,2017-09-13,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1557,1146,3,11,1,2017-09-25,2017-09-26,1,1680.99,0.2,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1558,1226,3,11,3,2017-11-04,2017-11-07,2,1680.99,0.07,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1559,1277,5,11,2,2017-12-01,2017-12-04,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1560,1283,5,11,2,2017-12-04,2017-12-07,1,1680.99,0.2,21,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1561,1305,3,11,1,2017-12-17,2017-12-19,1,1680.99,0.05,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1562,1310,3,11,3,2017-12-24,2017-12-25,2,1680.99,0.1,30,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1563,1321,3,11,1,2017-12-30,2017-12-31,2,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1564,1507,2,11,1,2018-04-08,2018-04-08,2,1680.99,0.1,8,Surly Straggler 650b - 2016  ,2016,4,8,"""Cyclocross Bicycles""","""Surly"""
1565,13,1,13,2,2016-01-08,2016-01-11,1,269.99,0.1,1,Electra Cruiser 1 (24-Inch) - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
1566,16,3,13,2,2016-01-12,2016-01-15,2,269.99,0.07,1,Electra Cruiser 1 (24-Inch) - 2016  ,2016,3,1,"""Cruisers Bicycles""","""Electra"""
